0.00000017 ,0.00326352 
0.00000033 ,0.00323281 
0.00000050 ,0.00321204 
0.00000067 ,0.00318766 
0.00000083 ,0.00315966 
0.00000100 ,0.00312805 
0.00000126 ,0.00309282 
0.00000158 ,0.00305397 
0.00000200 ,0.00301151 
0.00000251 ,0.00291574 
0.00000316 ,0.00280550 
0.00000398 ,0.00268077 
0.00000501 ,0.00254232 
0.00000631 ,0.00238855 
0.00000794 ,0.00213073 
0.00001000 ,0.00184094 
0.00001259 ,0.00145603 
0.00001585 ,0.00114663 
0.00001995 ,0.00091581 
0.00002512 ,0.00072875 
0.00003162 ,0.00062906 
0.00003981 ,0.00058478 
0.00005012 ,0.00056889 
0.00006310 ,0.00051436 
0.00007943 ,0.00043770 
0.00010400 ,0.00034752 
0.00011200 ,0.00032576 
0.00012000 ,0.00029780 
0.00012800 ,0.00027810 
0.00013600 ,0.00026036 
0.00014400 ,0.00024317 
0.00015200 ,0.00022735 
0.00016000 ,0.00021685 
0.00016800 ,0.00020289 
0.00017600 ,0.00019021 
0.00018400 ,0.00018114 
0.00019200 ,0.00017022 
0.00020000 ,0.00016155 
0.00020800 ,0.00015204 
0.00021600 ,0.00014440 
0.00022400 ,0.00013647 
0.00023200 ,0.00013010 
0.00024000 ,0.00012442 
0.00024800 ,0.00011904 
0.00025600 ,0.00011352 
0.00026400 ,0.00010744 
0.00027200 ,0.00010245 
0.00028000 ,0.00009814 
0.00028800 ,0.00009403 
0.00029600 ,0.00009007 
0.00030400 ,0.00008635 
0.00031200 ,0.00008292 
0.00032000 ,0.00007995 
0.00032800 ,0.00007736 
0.00033600 ,0.00007456 
0.00034400 ,0.00007160 
0.00035200 ,0.00006881 
0.00036000 ,0.00006639 
0.00036800 ,0.00006422 
0.00037600 ,0.00006194 
0.00038400 ,0.00005963 
0.00039200 ,0.00005759 
0.00040000 ,0.00005573 
0.00040800 ,0.00005384 
0.00041600 ,0.00005204 
0.00042400 ,0.00005043 
0.00043200 ,0.00004894 
0.00044000 ,0.00004745 
0.00044800 ,0.00004594 
0.00045600 ,0.00004447 
0.00046400 ,0.00004312 
0.00047200 ,0.00004185 
0.00048000 ,0.00004064 
0.00048800 ,0.00003946 
0.00049600 ,0.00003833 
0.00050400 ,0.00003728 
0.00051200 ,0.00003632 
0.00052000 ,0.00003538 
0.00052800 ,0.00003444 
0.00053600 ,0.00003351 
0.00054400 ,0.00003263 
0.00055200 ,0.00003179 
0.00056000 ,0.00003096 
0.00056800 ,0.00003013 
0.00057600 ,0.00002931 
0.00058400 ,0.00002856 
0.00059200 ,0.00002788 
0.00060000 ,0.00002725 
0.00060800 ,0.00002661 
0.00061600 ,0.00002598 
0.00062400 ,0.00002534 
0.00063200 ,0.00002472 
0.00064000 ,0.00002412 
0.00064800 ,0.00002354 
0.00065600 ,0.00002298 
0.00066400 ,0.00002243 
0.00067200 ,0.00002191 
0.00068000 ,0.00002143 
0.00068800 ,0.00002098 
0.00069600 ,0.00002056 
0.00070400 ,0.00002013 
0.00071200 ,0.00001970 
0.00072000 ,0.00001929 
0.00072800 ,0.00001889 
0.00073600 ,0.00001851 
0.00074400 ,0.00001813 
0.00075200 ,0.00001775 
0.00076000 ,0.00001737 
0.00076800 ,0.00001701 
0.00077600 ,0.00001666 
0.00078400 ,0.00001635 
0.00079200 ,0.00001605 
0.00080000 ,0.00001576 
0.00080800 ,0.00001547 
0.00081600 ,0.00001517 
0.00082400 ,0.00001487 
0.00083200 ,0.00001455 
0.00084000 ,0.00001425 
0.00084800 ,0.00001395 
0.00085600 ,0.00001368 
0.00086400 ,0.00001342 
0.00087200 ,0.00001318 
0.00088000 ,0.00001295 
0.00088800 ,0.00001273 
0.00089600 ,0.00001251 
0.00090400 ,0.00001230 
0.00091200 ,0.00001209 
0.00092000 ,0.00001189 
0.00092800 ,0.00001168 
0.00093600 ,0.00001148 
0.00094400 ,0.00001128 
0.00095200 ,0.00001108 
0.00096000 ,0.00001089 
0.00096800 ,0.00001070 
0.00097600 ,0.00001052 
0.00098400 ,0.00001034 
0.00099200 ,0.00001017 
0.00100000 ,0.00001002 
0.00100800 ,0.00000987 
0.00101600 ,0.00000972 
0.00102400 ,0.00000957 
0.00103200 ,0.00000942 
0.00104000 ,0.00000927 
0.00104800 ,0.00000912 
0.00105600 ,0.00000897 
0.00106400 ,0.00000882 
0.00107200 ,0.00000867 
0.00108000 ,0.00000853 
0.00108800 ,0.00000840 
0.00109600 ,0.00000828 
0.00110400 ,0.00000816 
0.00111200 ,0.00000805 
0.00112000 ,0.00000794 
0.00112800 ,0.00000782 
0.00113600 ,0.00000771 
0.00114400 ,0.00000760 
0.00115200 ,0.00000749 
0.00116000 ,0.00000738 
0.00116800 ,0.00000728 
0.00117600 ,0.00000718 
0.00118400 ,0.00000708 
0.00119200 ,0.00000698 
0.00120000 ,0.00000689 
0.00120800 ,0.00000679 
0.00121600 ,0.00000670 
0.00122400 ,0.00000661 
0.00123200 ,0.00000652 
0.00124000 ,0.00000643 
0.00124800 ,0.00000634 
0.00125600 ,0.00000626 
0.00126400 ,0.00000617 
0.00127200 ,0.00000609 
0.00128000 ,0.00000601 
0.00128800 ,0.00000592 
0.00129600 ,0.00000584 
0.00130400 ,0.00000576 
0.00131200 ,0.00000568 
0.00132000 ,0.00000560 
0.00132800 ,0.00000553 
0.00133600 ,0.00000545 
0.00134400 ,0.00000538 
0.00135200 ,0.00000531 
0.00136000 ,0.00000524 
0.00136800 ,0.00000517 
0.00137600 ,0.00000511 
0.00138400 ,0.00000505 
0.00139200 ,0.00000498 
0.00140000 ,0.00000492 
0.00140800 ,0.00000486 
0.00141600 ,0.00000481 
0.00142400 ,0.00000475 
0.00143200 ,0.00000469 
0.00144000 ,0.00000464 
0.00144800 ,0.00000458 
0.00145600 ,0.00000453 
0.00146400 ,0.00000447 
0.00147200 ,0.00000442 
0.00148000 ,0.00000437 
0.00148800 ,0.00000432 
0.00149600 ,0.00000427 
0.00150400 ,0.00000422 
0.00151200 ,0.00000417 
0.00152000 ,0.00000412 
0.00152800 ,0.00000407 
0.00153600 ,0.00000403 
0.00154400 ,0.00000398 
0.00155200 ,0.00000393 
0.00156000 ,0.00000389 
0.00156800 ,0.00000384 
0.00157600 ,0.00000380 
0.00158400 ,0.00000376 
0.00159200 ,0.00000372 
0.00160000 ,0.00000368 
0.00160800 ,0.00000363 
0.00161600 ,0.00000359 
0.00162400 ,0.00000356 
0.00163200 ,0.00000352 
0.00164000 ,0.00000348 
0.00164800 ,0.00000344 
0.00165600 ,0.00000340 
0.00166400 ,0.00000336 
0.00167200 ,0.00000333 
0.00168000 ,0.00000329 
0.00168800 ,0.00000325 
0.00169600 ,0.00000322 
0.00170400 ,0.00000318 
0.00171200 ,0.00000315 
0.00172000 ,0.00000311 
0.00172800 ,0.00000308 
0.00173600 ,0.00000305 
0.00174400 ,0.00000302 
0.00175200 ,0.00000299 
0.00176000 ,0.00000296 
0.00176800 ,0.00000293 
0.00177600 ,0.00000290 
0.00178400 ,0.00000287 
0.00179200 ,0.00000284 
0.00180000 ,0.00000281 
0.00180800 ,0.00000279 
0.00181600 ,0.00000276 
0.00182400 ,0.00000273 
0.00183200 ,0.00000271 
0.00184000 ,0.00000268 
0.00184800 ,0.00000266 
0.00185600 ,0.00000263 
0.00186400 ,0.00000260 
0.00187200 ,0.00000258 
0.00188000 ,0.00000255 
0.00188800 ,0.00000253 
0.00189600 ,0.00000250 
0.00190400 ,0.00000248 
0.00191200 ,0.00000245 
0.00192000 ,0.00000243 
0.00192800 ,0.00000241 
0.00193600 ,0.00000238 
0.00194400 ,0.00000236 
0.00195200 ,0.00000234 
0.00196000 ,0.00000232 
0.00196800 ,0.00000230 
0.00197600 ,0.00000227 
0.00198400 ,0.00000225 
0.00199200 ,0.00000223 
0.00200000 ,0.00000221 
0.00200800 ,0.00000219 
0.00201600 ,0.00000217 
0.00202400 ,0.00000215 
0.00203200 ,0.00000213 
0.00204000 ,0.00000211 
0.00204800 ,0.00000209 
0.00205600 ,0.00000207 
0.00206400 ,0.00000205 
0.00207200 ,0.00000204 
0.00208000 ,0.00000202 
0.00208800 ,0.00000200 
0.00209600 ,0.00000198 
0.00210400 ,0.00000196 
0.00211200 ,0.00000194 
0.00212000 ,0.00000193 
0.00212800 ,0.00000191 
0.00213600 ,0.00000189 
0.00214400 ,0.00000188 
0.00215200 ,0.00000186 
0.00216000 ,0.00000185 
0.00216800 ,0.00000183 
0.00217600 ,0.00000181 
0.00218400 ,0.00000180 
0.00219200 ,0.00000178 
0.00220000 ,0.00000177 
0.00220800 ,0.00000176 
0.00221600 ,0.00000174 
0.00222400 ,0.00000173 
0.00223200 ,0.00000171 
0.00224000 ,0.00000170 
0.00224800 ,0.00000168 
0.00225600 ,0.00000167 
0.00226400 ,0.00000166 
0.00227200 ,0.00000164 
0.00228000 ,0.00000163 
0.00228800 ,0.00000162 
0.00229600 ,0.00000160 
0.00230400 ,0.00000159 
0.00231200 ,0.00000158 
0.00232000 ,0.00000157 
0.00232800 ,0.00000155 
0.00233600 ,0.00000154 
0.00234400 ,0.00000153 
0.00235200 ,0.00000152 
0.00236000 ,0.00000151 
0.00236800 ,0.00000149 
0.00237600 ,0.00000148 
0.00238400 ,0.00000147 
0.00239200 ,0.00000146 
0.00240000 ,0.00000145 
0.00240800 ,0.00000143 
0.00241600 ,0.00000142 
0.00242400 ,0.00000141 
0.00243200 ,0.00000140 
0.00244000 ,0.00000139 
0.00244800 ,0.00000138 
0.00245600 ,0.00000137 
0.00246400 ,0.00000136 
0.00247200 ,0.00000135 
0.00248000 ,0.00000134 
0.00248800 ,0.00000133 
0.00249600 ,0.00000132 
0.00250400 ,0.00000131 
0.00251200 ,0.00000130 
0.00252000 ,0.00000129 
0.00252800 ,0.00000128 
0.00253600 ,0.00000127 
0.00254400 ,0.00000126 
0.00255200 ,0.00000125 
0.00256000 ,0.00000124 
0.00256800 ,0.00000123 
0.00257600 ,0.00000122 
0.00258400 ,0.00000121 
0.00259200 ,0.00000120 
0.00260000 ,0.00000119 
0.00260800 ,0.00000118 
0.00261600 ,0.00000117 
0.00262400 ,0.00000116 
0.00263200 ,0.00000115 
0.00264000 ,0.00000114 
0.00264800 ,0.00000114 
0.00265600 ,0.00000113 
0.00266400 ,0.00000112 
0.00267200 ,0.00000111 
0.00268000 ,0.00000110 
0.00268800 ,0.00000109 
0.00269600 ,0.00000109 
0.00270400 ,0.00000108 
0.00271200 ,0.00000107 
0.00272000 ,0.00000106 
0.00272800 ,0.00000106 
0.00273600 ,0.00000105 
0.00274400 ,0.00000104 
0.00275200 ,0.00000103 
0.00276000 ,0.00000103 
0.00276800 ,0.00000102 
0.00277600 ,0.00000101 
0.00278400 ,0.00000101 
0.00279200 ,0.00000100 
0.00280000 ,0.00000099 
0.00280800 ,0.00000099 
0.00281600 ,0.00000098 
0.00282400 ,0.00000097 
0.00283200 ,0.00000097 
0.00284000 ,0.00000096 
0.00284800 ,0.00000095 
0.00285600 ,0.00000095 
0.00286400 ,0.00000094 
0.00287200 ,0.00000094 
0.00288000 ,0.00000093 
0.00288800 ,0.00000093 
0.00289600 ,0.00000092 
0.00290400 ,0.00000091 
0.00291200 ,0.00000091 
0.00292000 ,0.00000090 
0.00292800 ,0.00000090 
0.00293600 ,0.00000089 
0.00294400 ,0.00000089 
0.00295200 ,0.00000088 
0.00296000 ,0.00000088 
0.00296800 ,0.00000087 
0.00297600 ,0.00000087 
0.00298400 ,0.00000086 
